conf_id,receiver_id,sender_id,send_time,recv_time,type
387733739,1351147258,2040550700,1737332239397492384,1737332311277916334,audio
387733739,1351147258,2040550700,1737332240421492384,1737332311301127998,audio
387733739,1351147258,2040550700,1737332241445492384,1737332311324471317,audio
387733739,1351147258,2040550700,1737332242469492384,1737332311347976091,audio
387733739,1351147258,2040550700,1737332243493492384,1737332311371324567,audio
387733739,1351147258,2040550700,1737332244517492384,1737332311394539676,audio
387733739,1351147258,2040550700,1737332245541492384,1737332311417990134,audio
387733739,1351147258,2040550700,1737332246565492384,1737332311441530394,audio
387733739,1351147258,2040550700,1737332247589492384,1737332311464686814,audio
387733739,1351147258,2040550700,1737332248613492384,1737332311488036771,audio
387733739,1351147258,2040550700,1737332249637492384,1737332311511656558,audio
387733739,1351147258,2040550700,1737332250661492384,1737332311532975522,audio
387733739,1351147258,2040550700,1737332251685492384,1737332311534912050,audio
387733739,1351147258,2040550700,1737332252709492384,1737332311558292897,audio
387733739,1351147258,2040550700,1737332253733492384,1737332311582937559,audio
387733739,1351147258,2040550700,1737332254757492384,1737332311613509726,audio
387733739,1351147258,2040550700,1737332255781492384,1737332311629994171,audio
387733739,1351147258,2040550700,1737332256805492384,1737332311652494701,audio
387733739,1351147258,2040550700,1737332257829492384,1737332311677544729,audio
387733739,1351147258,2040550700,1737332258853492384,1737332311702156870,audio
387733739,1351147258,2040550700,1737332259877492384,1737332311724569233,audio
387733739,1351147258,2040550700,1737332260901492384,1737332311768076575,audio
387733739,1351147258,2040550700,1737332261925492384,1737332311791518352,audio
387733739,1351147258,2040550700,1737332262949492384,1737332311813029784,audio
387733739,1351147258,2040550700,1737332263973492384,1737332311829175849,audio
387733739,1351147258,2040550700,1737332264997492384,1737332311852550360,audio
387733739,1351147258,2040550700,1737332266021492384,1737332311871988467,audio
387733739,1351147258,2040550700,1737332267045492384,1737332311886166238,audio
387733739,1351147258,2040550700,1737332268069492384,1737332311909033289,audio
387733739,1351147258,2040550700,1737332269093492384,1737332311931573539,audio
387733739,1351147258,2040550700,1737332270117492384,1737332311954950205,audio
387733739,1351147258,2040550700,1737332271141492384,1737332311978276083,audio
387733739,1351147258,2040550700,1737332272165492384,1737332312001546760,audio
387733739,1351147258,2040550700,1737332273189492384,1737332312024890990,audio
387733739,1351147258,2040550700,1737332274213492384,1737332312048220924,audio
387733739,1351147258,2040550700,1737332275237492384,1737332312071725488,audio
387733739,1351147258,2040550700,1737332276261492384,1737332312093348834,audio
387733739,1351147258,2040550700,1737332277285492384,1737332312095296271,audio
387733739,1351147258,2040550700,1737332278309492384,1737332312118475954,audio
387733739,1351147258,2040550700,1737332279333492384,1737332312141890137,audio
387733739,1351147258,2040550700,1737332280357492384,1737332312165378367,audio
387733739,1351147258,2040550700,1737332281381492384,1737332312188696922,audio
387733739,1351147258,2040550700,1737332282405492384,1737332312212201040,audio
387733739,1351147258,2040550700,1737332283429492384,1737332312235811548,audio
387733739,1351147258,2040550700,1737332284453492384,1737332312276539422,audio
387733739,1351147258,2040550700,1737332285477492384,1737332312298977793,audio
387733739,1351147258,2040550700,1737332286501492384,1737332312322570242,audio
387733739,1351147258,2040550700,1737332287525492384,1737332312346741021,audio
387733739,1351147258,2040550700,1737332288549492384,1737332312367488983,audio
387733739,1351147258,2040550700,1737332289573492384,1737332312369802668,audio
387733739,1351147258,2040550700,1737332290597492384,1737332312392993031,audio
387733739,1351147258,2040550700,1737332291621492384,1737332312417701913,audio
