conf_id,receiver_id,sender_id,send_time,recv_time,type
387733739,828401582,1351147258,1737332239397492384,1737332263883957733,audio
387733739,828401582,1351147258,1737332240421492384,1737332263907343759,audio
387733739,828401582,1351147258,1737332241445492384,1737332263931401216,audio
387733739,828401582,1351147258,1737332242469492384,1737332263954764890,audio
387733739,828401582,1351147258,1737332243493492384,1737332263978222240,audio
387733739,828401582,1351147258,1737332244517492384,1737332264001643495,audio
387733739,828401582,1351147258,1737332245541492384,1737332264024976264,audio
387733739,828401582,1351147258,1737332246565492384,1737332264048512642,audio
387733739,828401582,1351147258,1737332247589492384,1737332264071919635,audio
387733739,828401582,1351147258,1737332248613492384,1737332264095255347,audio
387733739,828401582,1351147258,1737332249637492384,1737332264118684783,audio
387733739,828401582,1351147258,1737332250661492384,1737332264140216542,audio
387733739,828401582,1351147258,1737332251685492384,1737332264141940627,audio
387733739,828401582,1351147258,1737332252709492384,1737332264165575694,audio
387733739,828401582,1351147258,1737332253733492384,1737332264190276051,audio
387733739,828401582,1351147258,1737332254757492384,1737332264220582332,audio
387733739,828401582,1351147258,1737332255781492384,1737332264237057551,audio
387733739,828401582,1351147258,1737332256805492384,1737332264259742488,audio
387733739,828401582,1351147258,1737332257829492384,1737332264284698064,audio
387733739,828401582,1351147258,1737332258853492384,1737332264309942908,audio
387733739,828401582,1351147258,1737332259877492384,1737332264332105994,audio
387733739,828401582,1351147258,1737332260901492384,1737332264373059966,audio
387733739,828401582,1351147258,1737332261925492384,1737332264396630888,audio
387733739,828401582,1351147258,1737332262949492384,1737332264418038796,audio
387733739,828401582,1351147258,1737332263973492384,1737332264420121070,audio
387733739,828401582,1351147258,1737332264997492384,1737332264443399267,audio
387733739,828401582,1351147258,1737332266021492384,1737332264466693600,audio
387733739,828401582,1351147258,1737332267045492384,1737332264492375780,audio
387733739,828401582,1351147258,1737332268069492384,1737332264513934240,audio
387733739,828401582,1351147258,1737332269093492384,1737332264536437911,audio
387733739,828401582,1351147258,1737332270117492384,1737332264559867868,audio
387733739,828401582,1351147258,1737332271141492384,1737332264583408122,audio
387733739,828401582,1351147258,1737332272165492384,1737332264606603929,audio
387733739,828401582,1351147258,1737332273189492384,1737332264629946460,audio
387733739,828401582,1351147258,1737332274213492384,1737332264653462736,audio
387733739,828401582,1351147258,1737332275237492384,1737332264676966654,audio
387733739,828401582,1351147258,1737332276261492384,1737332264698754909,audio
387733739,828401582,1351147258,1737332277285492384,1737332264700717544,audio
387733739,828401582,1351147258,1737332278309492384,1737332264724501852,audio
387733739,828401582,1351147258,1737332279333492384,1737332264747865536,audio
387733739,828401582,1351147258,1737332280357492384,1737332264771551384,audio
387733739,828401582,1351147258,1737332281381492384,1737332264794973654,audio
387733739,828401582,1351147258,1737332282405492384,1737332264818400269,audio
387733739,828401582,1351147258,1737332283429492384,1737332264841835293,audio
387733739,828401582,1351147258,1737332284453492384,1737332264880068250,audio
387733739,828401582,1351147258,1737332285477492384,1737332264903714115,audio
387733739,828401582,1351147258,1737332286501492384,1737332264927198933,audio
387733739,828401582,1351147258,1737332287525492384,1737332264950572201,audio
387733739,828401582,1351147258,1737332288549492384,1737332264971563297,audio
387733739,828401582,1351147258,1737332289573492384,1737332264973804318,audio
387733739,828401582,1351147258,1737332290597492384,1737332264996743596,audio
387733739,828401582,1351147258,1737332291621492384,1737332265020097739,audio
387733739,828401582,1351147258,1737332292645492384,1737332265046700810,audio
387733739,828401582,1351147258,1737332293669492384,1737332265066915215,audio
387733739,828401582,1351147258,1737332294693492384,1737332265090316805,audio
387733739,828401582,1351147258,1737332295717492384,1737332265113869307,audio
387733739,828401582,1351147258,1737332296741492384,1737332265137506683,audio
387733739,828401582,1351147258,1737332297765492384,1737332265161252342,audio
387733739,828401582,1351147258,1737332298789492384,1737332265184316098,audio
387733739,828401582,1351147258,1737332299813492384,1737332265208335573,audio
387733739,828401582,1351147258,1737332300837492384,1737332265233914437,audio
387733739,828401582,1351147258,1737332301861492384,1737332265236646960,audio
387733739,828401582,1351147258,1737332302885492384,1737332265256099595,audio
387733739,828401582,1351147258,1737332303909492384,1737332265278214579,audio
387733739,828401582,1351147258,1737332304933492384,1737332265301848591,audio
387733739,828401582,1351147258,1737332305957492384,1737332265325605156,audio
387733739,828401582,1351147258,1737332306981492384,1737332265348917888,audio
387733739,828401582,1351147258,1737332308005492384,1737332265387201624,audio
387733739,828401582,1351147258,1737332309029492384,1737332265411887428,audio
387733739,828401582,1351147258,1737332310053492384,1737332265434093514,audio
387733739,828401582,1351147258,1737332311077492384,1737332265457800555,audio
387733739,828401582,1351147258,1737332312101492384,1737332265481186245,audio
387733739,828401582,1351147258,1737332313125492384,1737332265504539520,audio
387733739,828401582,1351147258,1737332251624992384,1737332265510588749,video
387733739,828401582,1351147258,1737332314149492384,1737332265525849627,audio
387733739,828401582,1351147258,1737332315173492384,1737332265527997701,audio
387733739,828401582,1351147258,1737332251625492384,1737332265544174966,video
387733739,828401582,1351147258,1737332251641992384,1737332265546375753,video
387733739,828401582,1351147258,1737332316197492384,1737332265551200857,audio
387733739,828401582,1351147258,1737332317221492384,1737332265577170809,audio
387733739,828401582,1351147258,1737332251641992384,1737332265578389311,video
387733739,828401582,1351147258,1737332251658992384,1737332265580452174,video
387733739,828401582,1351147258,1737332318245492384,1737332265597390572,audio
387733739,828401582,1351147258,1737332251658992384,1737332265611824304,video
387733739,828401582,1351147258,1737332251675992384,1737332265614090408,video
387733739,828401582,1351147258,1737332319269492384,1737332265620724464,audio
387733739,828401582,1351147258,1737332320293492384,1737332265644237009,audio
387733739,828401582,1351147258,1737332321317492384,1737332265667837942,audio
387733739,828401582,1351147258,1737332322341492384,1737332265691708973,audio
387733739,828401582,1351147258,1737332323365492384,1737332265716144461,audio
387733739,828401582,1351147258,1737332324389492384,1737332265739297911,audio
387733739,828401582,1351147258,1737332325413492384,1737332265769474792,audio
387733739,828401582,1351147258,1737332326437492384,1737332265784656288,audio
387733739,828401582,1351147258,1737332327461492384,1737332265791914046,audio
387733739,828401582,1351147258,1737332328485492384,1737332265809052742,audio
387733739,828401582,1351147258,1737332329509492384,1737332265833161111,audio
387733739,828401582,1351147258,1737332330533492384,1737332265855827779,audio
387733739,828401582,1351147258,1737332251675992384,1737332265881832161,video
387733739,828401582,1351147258,1737332331557492384,1737332265901849077,audio
387733739,828401582,1351147258,1737332251692992384,1737332265914218822,video
